invoice,day,time,empl_id,empl_full_name,empl_date_of_birth,empl_phone,empl_gender,empl_email,role,pharmacy_id,pharmacy,address_id,city,state,postal code,street_num,street,build_num,pharmacy_phone,pharmacy_email,registration_date,floor_space,payment_type,promotion_channel_id,promotion_channel,promotion_subcategory_id,promotion_subcategory,promotion_id,promotion,discount%,prod_id,prod_name,prod_descr,class_id,class_name,class_descr,subclass,subclass_descr,brand_id,brand_name,supplier_id,supplier,supplier_phone,supplier_email,unit_cost,unit_price,quantity,final_sales_amount
20220101-123648-118,2022-01-01,12:36:48,118,Ava Taylor,04/06/1995,(890) 123-4567,female,251apokftaor@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,card,0,,13,NONE DISCOUNT,4405,NONE DISCOUNT,0,876,CYCLOPENTOLATE SOLUTION 60 ML,Cyclopentolate solution is a 60 ml medication used to dilate the pupil for ophthalmic examinations and procedures.,48,Ophthalmic drug,Vision-enhancing medication.,Anticholinergic,"Blocks actions of acetylcholine, reducing parasympathetic nerve stimulation.",2,Vitality Labs,5684,MediSupply, 777-333-1111,,21.21,25.24,1,25.24
20220101-123710-33,2022-01-01,12:37:10,33,Samuel Smith,03/04/1996,(345) 678-9012,male,uelsamueh@gmail.com,administrator,12,LifePlus ,263,rolling meadows,il,60008,2106,hawk lane,73,867433-0999,lifeplus @gmail.com,2020-07-03,50.18,cash,0,,13,NONE DISCOUNT,4303,NONE DISCOUNT,0,221,INDERAL TABLET 20 MG 40 PCS,"Inderal tablet 20 mg, 40 pcs is a medication used to treat high blood pressure, chest pain, and prevent migraines.",12,Antianxiety medication,Relieves anxiety and promotes relaxation for a calmer state of mind.,Blockers,Parents set out to stop their daughters from losing their virginity on prom night.,11,CurePro Pharmaceuticals,5691,MediSave, 344-654-3333,oficial@medisave.com,42.15,48.89,3,146.67
20220101-123738-13,2022-01-01,12:37:38,13,Benjamin Smith,03/07/1996,(345) 678-9012,male,,administrator,5,VitalEase ,139,fort lauderdale,fl,33308,3321,ne 33 st,45,574888-0988,vitalease @gmail.com,2015-09-28,51.28,cash,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,722,MINOXIDIL SOLUTION 200 ML,"Minoxidil solution, 200 ml, is a topical treatment for hair loss, promoting hair growth and preventing further thinning.",39,Dermatological agent,"Skin treatment for various conditions & disorders, including acne, eczema, psoriasis, & dermatitis.",Vasodilator,"Drug that enlarges the blood vessels, allowing for improved blood flow and reduced blood pressure.",53,Amgen,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,33.24,38.56,3,115.68
20220101-123738-13,2022-01-01,12:37:38,13,Benjamin Smith,03/07/1996,(345) 678-9012,male,,administrator,5,VitalEase ,139,fort lauderdale,fl,33308,3321,ne 33 st,45,574888-0988,vitalease @gmail.com,2015-09-28,51.28,cash,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,1086,VITAMIN B9 (FOLATE) TABLET 5 MG 50 PCS,"Vitamin B9 (Folate) tablet 5 mg 50 pcs: Essential supplement for overall health. Supports proper cell growth, red blood cell production, and prenatal development.",60,Vitamin,Essential nutrient for overall health and well-being.,B-complex,B-complex: Vitamin supplement with essential B vitamins for optimal health and energy.,10,AdvancedHealth Pharma,5681,HealthPro, 987-654-3210,oficial@healthpro.com,28.32,33.7,1,33.7
20220101-124316-44,2022-01-01,12:43:16,44,Abigail Wilson,06/21/1993,(456) 789-0123,male,bigailabig@gmail.com,seller,16,OptimaCare ,380,new york city,n.y,10468,2600 33,university avenue,65,288509-9887,optimacare @gmail.com,2017-09-27,53.63,cash,0,,13,NONE DISCOUNT,4322,NONE DISCOUNT,0,580,THYROTROPIN ALPHA TABLET 250 MG 20 PCS,"Thyrotropin alpha tablet is a 250 mg medication available in a pack of 20, used to treat certain thyroid conditions.",31,Thyroid medication,Effective treatment for thyroid disorders.,Levothyroxine,Levothyroxine - medication used for treating an underactive thyroid.,31,MedVantage Labs,5683,CareRx, 222-888-9799,oficial@carerx.com,34.14,41.99,3,125.97
20220101-124343-118,2022-01-01,12:43:43,118,Ava Taylor,04/06/1995,(890) 123-4567,female,251apokftaor@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,2,FLYER,4,PRESCRIPTION MEDICATIONS,4219,"""MEDS FOR LESS: PRESCRIPTION POWER SALE!""",3,753,VINCRISTINE TABLET 15 MG 50 PCS,"Vincristine tablet 15 mg, 50 pcs: potent chemotherapy medication used for the treatment of various types of cancers, helping to slow down tumor growth.",41,Chemotherapy drug,Cancer treatment medication for chemotherapy.,Anthracycline,"Chemotherapy drug used to treat various types of cancer, including breast cancer and leukemia.",43,AstraZeneca,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,58.99,76.69,1,76.69
20220101-124430-75,2022-01-01,12:44:30,75,Matthew Thompson,05/31/1990,(567) 890-1234,male,thompson@gmail.com,seller,26,CareQuest ,701,lakeside,california,92040,,gardena road,88,(890) 128-4567,carequest @gmail.com,2020-04-11,58.54,cash,0,,13,NONE DISCOUNT,4459,NONE DISCOUNT,0,808,NALTREXONE TABLET 40 MG 30 PCS,"Naltrexone tablet 40 mg, 30 pcs: Medication used to treat opioid addiction and alcohol dependence. Helps prevent relapse.",44,Opioid,Pain-relieving drugs that can be highly addictive and lead to opioid abuse and overdose.,Opioid,Powerful painkillers often prescribed for managing severe pain but highly addictive and potentially dangerous.,43,AstraZeneca,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,45.38,54.46,1,54.46
20220101-124636-42,2022-01-01,12:46:36,42,Emily Johnson,07/28/1992,(234) 567-8901,female,5407emilyemson@gmail.com,seller,15,DailyDose ,370,chicago,il,60632,5407.0,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,card,0,,13,NONE DISCOUNT,4313,NONE DISCOUNT,0,632,SMOOTH MOVE TABLET 200 MG 30 PCS,"Smooth Move tablet 200 mg 30 pcs is a gentle and effective herbal laxative for relieving occasional constipation, promoting healthy digestion.",34,Laxative,Relieves constipation and promotes bowel movement.,Laxative,Promotes bowel movement and relieves constipation.,41,Merck,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,19.56,22.49,2,44.98
20220101-124832-24,2022-01-01,12:48:32,24,Elizabeth Wilson,06/23/1993,(456) 789-0123,female,abethepokfwilson@gmail.com,administrator,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4433,NONE DISCOUNT,0,352,PINAVERIUM BROMIDE TABLET 400 MG 50 PCS,"Pinaverium bromide tablet, 400 mg strength, 50 pcs pack. Relieves gastrointestinal symptoms effectively and promotes smooth digestion.",19,Antispasmodic,Relieves muscle spasms and cramps,Antispasmodic,Relieves muscle spasms and cramps.,50,Teva Pharmaceutical Industries,5684,MediSupply, 777-333-1111,,12.93,15.52,1,15.52
20220101-124832-24,2022-01-01,12:48:32,24,Elizabeth Wilson,06/23/1993,(456) 789-0123,female,abethepokfwilson@gmail.com,administrator,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4433,NONE DISCOUNT,0,984,PIZOTIFEN TABLET 400 MG 100 PCS,Pizotifen tablet 400mg 100 pcs is a medication used for preventing and treating migraines and certain types of headaches.,53,Antimigraine medication,Effective relief for migraines and cluster headaches,Triptan,Migraine relief medication.,34,OmniHealth Sciences,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,17.38,19.47,2,38.94
20220101-124841-58,2022-01-01,12:48:41,58,Ava Taylor,04/10/1995,(890) 123-4567,female,10avaavaepokftaylor@gmail.com,administrator,20,FastRelief ,497,nyc,n.y,11236,10,paerdegat 7th street,54,860392-0486,fastrelief @gmail.com,2015-11-09,39.89,card,0,,13,NONE DISCOUNT,4447,NONE DISCOUNT,0,65,CYPROHEPTADINE TABLET 100 MG 100 PCS,"Cyproheptadine tablet, 100 mg strength, comes in a pack of 100 pieces for effective relief from allergic reactions and symptoms like itching.",4,Antihistamine,Relieves allergy symptoms by blocking histamine receptors.,Antihistamine,Allergy medication that reduces histamine activity to relieve symptoms like sneezing and itching.,50,Teva Pharmaceutical Industries,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,48.11,57.25,3,171.75
20220101-124841-58,2022-01-01,12:48:41,58,Ava Taylor,04/10/1995,(890) 123-4567,female,10avaavaepokftaylor@gmail.com,administrator,20,FastRelief ,497,nyc,n.y,11236,10,paerdegat 7th street,54,860392-0486,fastrelief @gmail.com,2015-11-09,39.89,card,0,,13,NONE DISCOUNT,4447,NONE DISCOUNT,0,265,METOPROLOL TABLET 20 MG 10 PCS,"Metoprolol 20mg tablets, pack of 10, effective for managing high blood pressure and treating various cardiovascular conditions.",15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Blocker,Increases urine production to assist in treating conditions like water retention or high blood pressure,45,Eli Lilly,5684,MediSupply, 777-333-1111,medi_supply@medi.com,58.09,65.06,2,130.12
20220101-124905-75,2022-01-01,12:49:05,75,Matthew Thompson,05/31/1990,(567) 890-1234,male,thompson@gmail.com,seller,26,CareQuest ,701,lakeside,california,92040,,gardena road,88,(890) 128-4567,carequest @gmail.com,2020-04-11,58.54,card,0,,13,NONE DISCOUNT,4266,NONE DISCOUNT,0,79,ZANTAC TABLET 100 MG 10 PCS,"Zantac tablet - 100 mg strength, blister pack of 10 tablets. Commonly used to relieve acid indigestion, heartburn, and other stomach-related issues.",5,Antacid,Relieves acidity and indigestion discomfort,Antagonist,"Manipulative, cunning, and relentless in his pursuit of power and control.",23,BioPulse Pharmaceuticals,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,56.65,69.68,3,209.04
20220101-124912-116,2022-01-01,12:49:12,116,Olivia Martinez,01/10/1997,(678) 901-2345,female,6olarti799@gmail.com,administrator,37,CityRelief ,1021,hampton,virginia,23666,6,egret circle,57,(901) 234-5678,cityrelief @gmail.com,2018-04-10,48.3,card,0,,13,NONE DISCOUNT,4406,NONE DISCOUNT,0,690,USTEKINUMAB TABLET 5 MG 50 PCS,"Ustekinumab tablet 5 mg, 50 pcs is a medication used for treating moderate to severe plaque psoriasis and psoriatic arthritis.",37,Immunomodulator,Enhances and regulates immune response.,Antineoplastic,Antineoplastic: a potent medical treatment that combats the growth and spread of cancerous tumors.,49,Gilead Sciences,5684,MediSupply, 777-333-1111,medi_supply@medi.com,28.23,36.7,1,36.7
20220101-124912-116,2022-01-01,12:49:12,116,Olivia Martinez,01/10/1997,(678) 901-2345,female,6olarti799@gmail.com,administrator,37,CityRelief ,1021,hampton,virginia,23666,6,egret circle,57,(901) 234-5678,cityrelief @gmail.com,2018-04-10,48.3,card,0,,13,NONE DISCOUNT,4406,NONE DISCOUNT,0,903,OMALIZUMAB SOLUTION 150 ML,"Omalizumab solution is a 150 ml medication used to treat severe, persistent allergic asthma and chronic idiopathic urticaria.",49,Respiratory system drug,Lung-relieving medication.,Immunosuppressant,Drugs that weaken or suppress the immune system's response to prevent rejection of transplanted organs or treat autoimmune disorders.,26,ApexCure Innovations,5684,MediSupply, 777-333-1111,,64.64,74.34,3,223.02
20220101-124932-10,2022-01-01,12:49:32,10,Sophia Brown,10/03/1995,(012) 345-6789,female,10945sophia@gmail.com,administrator,4,ApexCare ,137,unincorporated,fl,33428,10945,winding creek way,79,463333-9087,apexcare @gmail.com,2015-04-29,28.93,card,4,TV,3,VITAMINS AND SUPPLEMENTS,4215,"""VITAMIN BONANZA""",5,512,TORSEMIDE TABLET 80 MG 100 PCS,"Torsemide is a diuretic tablet available in a package of 100 tablets. Each tablet contains 80 mg of the active ingredient, used to treat excess fluid retention.",28,Diuretic,Water pill that helps to remove excess fluid from the body.,Diuretic,Promotes increased urine production and reduces fluid retention.,40,Roche,5690,MedWorks, 777-888-0678,oficial@medworks.com,42.17,53.98,3,161.94
20220101-125022-116,2022-01-01,12:50:22,116,Olivia Martinez,01/10/1997,(678) 901-2345,female,6olarti799@gmail.com,administrator,37,CityRelief ,1021,hampton,virginia,23666,6,egret circle,57,(901) 234-5678,cityrelief @gmail.com,2018-04-10,48.3,cash,0,,13,NONE DISCOUNT,4274,NONE DISCOUNT,0,373,BROMHEXIN TABLET 400 MG 10 PCS,"Bromhexin tablet, 400 mg, 10 pcs: an effective and convenient medication for clearing mucus and relieving cough symptoms.",20,Antitussive,Cough suppressant that relieves and controls coughing.,Expectorant,Relieves mucus congestion and cough for easier breathing.,2,Vitality Labs,5684,MediSupply, 777-333-1111,medi_supply@medi.com,42.25,54.92,2,109.84
20220101-125022-116,2022-01-01,12:50:22,116,Olivia Martinez,01/10/1997,(678) 901-2345,female,6olarti799@gmail.com,administrator,37,CityRelief ,1021,hampton,virginia,23666,6,egret circle,57,(901) 234-5678,cityrelief @gmail.com,2018-04-10,48.3,cash,0,,13,NONE DISCOUNT,4274,NONE DISCOUNT,0,511,BUMETANIDE TABLET 40 MG 40 PCS,"Bumetanide tablet 40 mg, 40 pcs:  a diuretic medication used to treat fluid retention and edema, helping to remove excess fluid from the body.",28,Diuretic,Water pill that helps to remove excess fluid from the body.,Diuretic,Promotes increased urine production and reduces fluid retention.,5,MedicoSynth Corporation,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,39.53,49.81,2,99.62
20220101-125039-77,2022-01-01,12:50:39,77,Samuel Anderson,09/25/1992,(789) 012-3456,male,kfanderson@gmail.com,administrator,26,CareQuest ,701,lakeside,california,92040,,gardena road,88,(890) 128-4567,carequest @gmail.com,2020-04-11,58.54,cash,0,,13,NONE DISCOUNT,4458,NONE DISCOUNT,0,317,PROPANTHELIN TABLET 100 MG 50 PCS,"Propanthelin tablet 100 mg 50 pcs: An effective medication for treating gastrointestinal conditions, offering relief from spasms and other related symptoms.",17,Anticholinergic,"Inhibits acetylcholine activity, reducing cholinergic effects.",Anticholinergic,"Blocks the action of acetylcholine, affecting the parasympathetic nervous system.",13,OmniCure Pharmaceuticals,5683,CareRx, 222-888-9799,oficial@carerx.com,56.38,71.6,1,71.6
20220101-125039-77,2022-01-01,12:50:39,77,Samuel Anderson,09/25/1992,(789) 012-3456,male,kfanderson@gmail.com,administrator,26,CareQuest ,701,lakeside,california,92040,,gardena road,88,(890) 128-4567,carequest @gmail.com,2020-04-11,58.54,cash,0,,13,NONE DISCOUNT,4458,NONE DISCOUNT,0,929,LOSARTAN TABLET 5 MG 20 PCS,Losartan tablet is a medication used for treating high blood pressure and certain heart conditions. Each tablet contains 5 mg of active ingredient and the pack contains 20 tablets.,50,Urinary system drug,Diuretic drug that increases urine production for treating hypertension and edema.,Fluoroquinolone,Antibiotics that treat bacterial infections.,45,Eli Lilly,5685,QualityMeds, 321907-6900,oficial@qualitymeds.com,25.49,29.06,3,87.18
20220101-125140-36,2022-01-01,12:51:40,36,Amelia Martinez,01/13/1997,(678) 901-2345,female,,seller,14,EliteHealth ,359,chicago,il,60628,454.0,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4397,NONE DISCOUNT,0,853,CLONAZEPAM TABLET 20 MG 10 PCS,"Clonazepam tablet, 20 mg strength, available in a package of 10 pieces.",47,Antispastic agent,"Muscle relaxant that reduces spasms, stiffness, and pain caused by spasticity.",Benzodiazepine,Hypnotic and sedative medication for anxiety relief and sleep disorders.,10,AdvancedHealth Pharma,5687,PharmaPlus, 278-599-3333,info@pharmaplus.com,67.3,81.43,3,244.29
20220101-125140-36,2022-01-01,12:51:40,36,Amelia Martinez,01/13/1997,(678) 901-2345,female,,seller,14,EliteHealth ,359,chicago,il,60628,454.0,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4397,NONE DISCOUNT,0,884,NEPAFENAC TABLET 80 MG 50 PCS,Nepafenac tablet 80 mg 50 pcs is a medication used for treating pain and inflammation after cataract surgery.,48,Ophthalmic drug,Vision-enhancing medication.,Nsaid,"Strong painkiller to reduce inflammation & relieve pain, but can cause side effects if used long-term.",47,Bristol Myers Squibb,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,19.16,21.27,2,42.54
20220101-125146-63,2022-01-01,12:51:46,63,Samuel Smith,02/09/1996,(345) 678-9012,male,59-03sa@gmail.com,seller,22,ClearChoice ,506,new york city,n.y,11378,59-03,maspeth avenue,59,(456) 789-0123,clearchoice @gmail.com,2018-12-06,57.2,card,0,,13,NONE DISCOUNT,4386,NONE DISCOUNT,0,354,TRIMEBUTINE TABLET 80 MG 60 PCS,"Trimebutine tablets are orally administered medications available in a pack of 60 pieces. Each tablet contains 80 mg of the active ingredient trimebutine, which is used to relieve gastrointestinal discomfort.",19,Antispasmodic,Relieves muscle spasms and cramps,Antispasmodic,Relieves muscle spasms and cramps.,55,Astellas Pharma,5684,MediSupply, 777-333-1111,,27.35,30.63,1,30.63
20220101-125204-53,2022-01-01,12:52:04,53,Joseph Smith,03/06/1996,(345) 678-9012,male,joseph78smith@gmail.com,administrator,19,CityPillars ,466,new york city,n.y,11360,,26th avenue,95,947683-9573,citypillars @gmail.com,2021-09-22,57.09,card,0,,13,NONE DISCOUNT,4460,NONE DISCOUNT,0,56,DESLORATADINE TABLET 400 MG 10 PCS,Desloratadine tablet - fast-acting antihistamine for relieving allergy symptoms. Each pack contains 10 tablets with a dosage of 400 mg.,4,Antihistamine,Relieves allergy symptoms by blocking histamine receptors.,Antihistamine,Allergy medication that reduces histamine activity to relieve symptoms like sneezing and itching.,35,FutureCure PharmaTech,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,39.35,49.58,1,49.58
20220101-125204-53,2022-01-01,12:52:04,53,Joseph Smith,03/06/1996,(345) 678-9012,male,joseph78smith@gmail.com,administrator,19,CityPillars ,466,new york city,n.y,11360,,26th avenue,95,947683-9573,citypillars @gmail.com,2021-09-22,57.09,card,0,,13,NONE DISCOUNT,4460,NONE DISCOUNT,0,765,ETIDRONATE TABLET 5 MG 40 PCS,"Etidronate tablet 5 mg, 40 pcs - a medication used to treat osteoporosis, inhibiting bone resorption by preventing calcium loss, in a convenient package.",42,Bone density medication,Promotes strong and healthy bones.,Bisphosphonate,Bone-strengthening medication that helps prevent osteoporosis and treats other bone diseases.,2,Vitality Labs,5690,MedWorks, 777-888-0678,oficial@medworks.com,32.58,41.05,1,41.05
20220101-125226-119,2022-01-01,12:52:26,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4416,NONE DISCOUNT,0,560,DOXAZOSIN TABLET 15 MG 20 PCS,"Doxazosin tablet 15 mg, pack of 20 tablets, used for the treatment of high blood pressure and urinary symptoms associated with an enlarged prostate.",30,Vasodilator,"Widens blood vessels, promoting increased blood flow to enhance oxygen and nutrient delivery throughout the body.",Nitrovasodilators,"Potent vasodilators that relax and widen blood vessels, improving blood flow and reducing blood pressure.",1,MediGen Pharmaceuticals,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,52.15,64.67,1,64.67
20220101-125226-119,2022-01-01,12:52:26,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4416,NONE DISCOUNT,0,773,EXEMESTANE TABLET 250 MG 60 PCS,"Exemestane tablet is a 250 mg medication, available in a bottle containing 60 tablets, used for the treatment of estrogen-dependent breast cancer.",42,Bone density medication,Promotes strong and healthy bones.,Inhibitors,Substances that limit or prevent the activity of enzymes or other biological processes.,21,VitaCore Pharmaceuticals,5690,MedWorks, 777-888-0678,oficial@medworks.com,27.78,34.17,3,102.51
20220101-125321-22,2022-01-01,12:53:21,22,Abigail Johnson,07/30/1992,(234) 567-8901,male,4517abigailanson@gmail.com,administrator,8,Harmony ,211,brookfield,il,60513,4517.0,park avenue,85,857483-0866,harmony @gmail.com,2020-10-10,38.71,cash,0,,13,NONE DISCOUNT,4369,NONE DISCOUNT,0,19,AZITHROMYCIN TABLET 15 MG 30 PCS,"Azithromycin tablet 15mg, 30 pcs - effective antibacterial medication for treating various infections, convenient dosage form.",2,Antibiotic,Kills bacteria to treat infections.,Macrolide,Antibiotic used to treat a wide range of bacterial infections.,23,BioPulse Pharmaceuticals,5681,HealthPro, 987-654-3210,oficial@healthpro.com,68.83,81.91,3,245.73
20220101-125332-103,2022-01-01,12:53:32,103,Samuel Smith,02/05/1996,(345) 678-9012,male,907selepokfsmith@gmail.com,seller,34,BlueSky ,952,newport news,virginia,23608,907,woodcreek drive,22,(678) 981-2345,bluesky @gmail.com,2018-03-31,48.09,card,0,,13,NONE DISCOUNT,4341,NONE DISCOUNT,0,302,SCOPOLAMINE TABLET 50 MG 20 PCS,"Scopolamine tablet 50mg (20 pcs) - effectively aids in treating motion sickness and reduces nausea, ensuring relief in just a single dose.",17,Anticholinergic,"Inhibits acetylcholine activity, reducing cholinergic effects.",Anticholinergics,"Blocks the action of acetylcholine, affecting the parasympathetic nervous system.",17,PrimeVital Solutions,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,44.57,56.6,3,169.8
20220101-125332-103,2022-01-01,12:53:32,103,Samuel Smith,02/05/1996,(345) 678-9012,male,907selepokfsmith@gmail.com,seller,34,BlueSky ,952,newport news,virginia,23608,907,woodcreek drive,22,(678) 981-2345,bluesky @gmail.com,2018-03-31,48.09,card,0,,13,NONE DISCOUNT,4341,NONE DISCOUNT,0,739,YTTRIUM-90 TABLET 10 MG 10 PCS,"Yttrium-90 tablet, 10 mg, 10 pcs, a powerful radiation therapy medication used in the treatment of certain cancers, packaged in a convenient and potent form.",40,Radiopharmaceutical,Medicine used for diagnostic imaging in nuclear medicine consisting of a radioactive tracer and a pharmaceutical component.,Radiopharmaceutical,Radioactive drugs used for diagnostic or therapeutic purposes in nuclear medicine.,20,PureLife Labs,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,47.25,54.81,1,54.81
20220101-125359-19,2022-01-01,12:53:59,19,Alexander Hernandez,10/24/1993,(901) 234-5678,male,10442alexanderernandez@gmail.com,administrator,7,Sunshine ,193,orland park,il,60467,10442,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,0,,13,NONE DISCOUNT,4423,NONE DISCOUNT,0,913,TAMSULOSIN CAPSULE 200 MG 20 PCS,"Tamsulosin capsule 200 mg is a medication available in a pack of 20, used to treat symptoms of enlarged prostate (BPH) in men.",50,Urinary system drug,Diuretic drug that increases urine production for treating hypertension and edema.,Antibacterial,Kills germs and inhibits bacterial growth effectively.,44,Bayer,5687,PharmaPlus, 278-599-3333,info@pharmaplus.com,65.96,85.09,2,170.18
20220101-125455-109,2022-01-01,12:54:55,109,Noah Hernandez,03/14/1992,(901) 234-5678,male,dz@gmail.com,administrator,35,MedChoice ,963,york-county,virginia,23693,102.0,myers r,83,(789) 012-3456,medchoice @gmail.com,2015-08-06,29.34,card,5,RADIO,8,DIGESTIVE HEALTH REMEDIES,4239,RELIEFMAX,4,261,LISINOPRIL TABLET 5 MG 60 PCS,"Lisinopril tablet is a 5 mg medication that comes in a pack of 60 pieces, used for treating high blood pressure and heart failure.",15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Inhibitor,Drug that impairs or blocks a specific action or process in the body.,40,Roche,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,21.19,23.73,1,23.73
20220101-125455-109,2022-01-01,12:54:55,109,Noah Hernandez,03/14/1992,(901) 234-5678,male,dz@gmail.com,administrator,35,MedChoice ,963,york-county,virginia,23693,102.0,myers r,83,(789) 012-3456,medchoice @gmail.com,2015-08-06,29.34,card,5,RADIO,8,DIGESTIVE HEALTH REMEDIES,4239,RELIEFMAX,4,269,HCTZ TABLET 250 MG 20 PCS,HCTZ tablet 250 mg 20 pcs is a medication primarily used to treat high blood pressure and reduce fluid retention in the body.,15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Diuretic,Promotes increased urine production and fluid elimination.,4,ApexBio Pharmaceuticals,5691,MediSave, 344-654-3333,oficial@medisave.com,12.71,15.76,2,31.52
20220101-125458-102,2022-01-01,12:54:58,102,Emily Johnson,07/26/1992,(234) 567-8901,female,90okfjon@gmail.com,seller,34,BlueSky ,952,newport news,virginia,23608,907,woodcreek drive,22,(678) 981-2345,bluesky @gmail.com,2018-03-31,48.09,cash,0,,13,NONE DISCOUNT,4403,NONE DISCOUNT,0,90,PEPTO-BISMOL TABLET 400 MG 20 PCS,"Pepto-Bismol tablet 400 mg 20 pcs: Conveniently-sized pink tablets for fast relief of heartburn, indigestion, nausea, and upset stomach.",5,Antacid,Relieves acidity and indigestion discomfort,Antacid,Soothing relief for acid indigestion and heartburn.,37,Novartis,5686,MedPro, 905-568-3333,general@medpro.com,15.05,19.26,2,38.52
20220101-125458-102,2022-01-01,12:54:58,102,Emily Johnson,07/26/1992,(234) 567-8901,female,90okfjon@gmail.com,seller,34,BlueSky ,952,newport news,virginia,23608,907,woodcreek drive,22,(678) 981-2345,bluesky @gmail.com,2018-03-31,48.09,cash,0,,13,NONE DISCOUNT,4403,NONE DISCOUNT,0,943,PREGABALIN CAPSULE 325 MG 50 PCS,"Pregabalin capsule 325 mg 50 pcs: A medication for nerve-related pain and seizures, providing relief and improving overall well-being.",51,Central nervous system drug,"Powerful drug affecting the central nervous system, altering brain function and neurotransmitter activity.",Anticonvulsant,Seizure-controlling medication for epilepsy.,31,MedVantage Labs,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,14.77,19.05,3,57.15
20220101-125605-23,2022-01-01,12:56:05,23,James Smith,02/10/1996,(345) 678-9012,male,2122jamesmith@gmail.com,seller,9,PureCure ,221,evanston,il,60201,2122.0,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4286,NONE DISCOUNT,0,382,ABCIXIMAB TABLET 10 MG 50 PCS,"Abciximab tablet is a medication available in a pack of 50 pieces, each containing 10 mg of the active ingredient.",21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Inhibitor,Prevents or slows down a specific chemical reaction.,29,VitalWave Pharmaceuticals,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,22.48,26.3,3,78.9
20220101-125605-23,2022-01-01,12:56:05,23,James Smith,02/10/1996,(345) 678-9012,male,2122jamesmith@gmail.com,seller,9,PureCure ,221,evanston,il,60201,2122,emerson street,93,768490-9365,purecure @gmail.com,2016-05-14,32.28,cash,0,,13,NONE DISCOUNT,4286,NONE DISCOUNT,0,471,NIMESULID TABLET 80 MG 30 PCS,"""Nimesulide tablet - 80mg, 30pcs. Non-steroidal anti-inflammatory drug effective in relieving pain, inflammation, and fever.""",25,Antipyretic,Fever-reducing medication.,Nsaid,"NSAID: Nonsteroidal anti-inflammatory drug that reduces pain, inflammation, and fever.",54,Biogen,5683,CareRx, 222-888-9799,oficial@carerx.com,32.05,38.14,2,76.28
